15066,3791,3987,2310,3355,7232,-7360,-5312
15079,3782,3979,2371,3356,2177,577,4800
15093,3817,3998,2263,3356,-5696,-2368,5504
15106,3840,4003,2073,3356,-768,-5952,6336
15119,3787,3986,2328,3353,-3136,-64,6976
15133,3797,3993,2256,3355,-4096,-1984,2176
15146,3802,3987,2309,3357,5632,-5248,-1856
15160,3828,4000,2251,3354,-3328,-4224,-3200
15173,3819,4001,2276,3354,3585,-3968,-4287
15187,3827,4001,2148,3355,5824,7040,-1408
15200,3833,4004,2117,3353,1,-4544,-6656
15214,3782,3980,2360,3354,-8191,5697,384
15227,3805,3996,2267,3354,-640,-3072,2752
15241,3834,4001,2078,3354,-1344,3201,3648
15255,3780,3977,2384,3356,-256,-2432,7168
15268,3810,3998,2251,3355,-4672,-5120,6656
15282,3800,3990,2250,3355,1793,833,7808
15296,3803,3993,2240,3355,-2880,-3776,7168
15309,3828,4004,2103,3355,-7808,2305,4288
15323,3775,3976,2393,3353,2881,-448,3712
15336,3826,4001,2105,3353,-4288,-4224,768
15350,3840,4001,2002,3353,6977,-4543,1472
15363,3788,3985,2367,3353,7872,-4032,5568
15377,3777,3993,2359,3353,-2816,-1984,6848
15390,3796,3984,2322,3356,-512,-7360,3520
15404,3820,3997,2264,3354,-2944,-3136,-8128
15417,3806,3997,2333,3356,-5184,-4160,3456
15431,3824,4002,2075,3355,-1920,-3328,3776
15444,3780,3980,2396,3355,-5312,-1728,1280
15458,3800,3992,2295,3354,-1984,1089,2496
15471,3820,3998,2254,3355,-2944,-1024,5632
15485,3810,4001,2174,3355,3713,-448,3648
15498,3792,3984,2360,3354,833,-3776,7554
15512,3807,3993,2268,3355,-6336,5696,-6912
15525,3837,4005,2001,3355,-2368,-2176,6272
15539,3831,4001,2095,3355,7808,-4928,5632
15552,3830,4003,2108,3351,-448,-1344,8064
15566,3826,3999,2234,3352,-1856,-2240,3200
15580,3811,4002,2179,3353,-6015,-895,-8128
15593,3845,4004,1975,3354,4737,-1663,7872
15607,3781,3983,2356,3352,-6400,6720,-7040
15620,3792,3991,2315,3355,1345,-3456,7872
15634,3840,4002,1963,3353,-6528,-3392,8064
15647,3762,3962,2368,3355,-3520,-4480,7936
15661,3783,3982,2350,3355,-4544,-2560,-6848
15674,3778,3971,2303,3353,-4992,-2048,-6784
15688,3803,3996,2269,3355,-6016,-64,7424
15701,3817,4001,2160,3355,-6656,-2496,6848
15715,3827,4002,2096,3354,-7615,3329,3008
15728,3789,3989,2282,3354,7040,-2304,961
15742,3843,4004,2035,3355,-1280,-2368,7360
15756,3802,3990,2253,3354,-6592,-128,-6464
15769,3826,4002,2139,3353,7104,-5568,-896
15783,3838,4002,2182,3354,-5184,-1664,-7168
15796,3781,3983,2398,3354,-3392,-3456,4288
15810,3814,3997,2265,3354,-7935,-2368,6400
15823,3830,4004,2108,3354,-7615,-8128,3009
15837,3827,4003,2069,3354,5569,-2944,6784
15850,3833,4004,2088,3355,-1024,-768,3904
15864,3822,4002,2105,3353,-2560,-4736,-6848
15877,3824,4001,2267,3353,-7616,-7232,-2752
15891,3829,3999,2228,3354,2944,7744,3201
15904,3763,3958,2414,3355,-7296,-3392,-6784
15918,3792,3987,2349,3355,3777,-7232,5696
15931,3814,3998,2227,3354,4161,1089,7232
15945,3737,3952,2335,3353,-3519,-2176,1728
15967,3790,3989,2315,3352,-3520,1537,7680
15980,3826,4002,2128,3352,3968,-3968,-1344
15994,3788,3980,2354,3354,961,2369,-192
16007,3769,3966,2381,3354,2944,5568,0
16021,3788,3988,2292,3354,3136,6337,-3968
16034,3828,4000,2224,3355,-832,-1919,-7936
16047,3775,3978,2377,3354,7105,6913,5952
16061,3772,3987,2284,3354,4097,-7295,-6144
16083,3815,3994,2202,3354,1921,2049,-6591
16096,3816,4002,2176,3353,-1088,5888,-2047
16110,3845,4003,2074,3354,-2880,1664,3841
16123,3831,4002,2094,3355,-320,2817,4225
16137,3865,4011,1475,3354,-2240,6528,3905
